
TD0 学术论坛
http://news.scut.edu.cn///s/22/t/3/83/0a/info33546.htm 0.273580729961
http://news.scut.edu.cn///s/22/t/3/81/ca/info33226.htm 0.272990226746
http://news.scut.edu.cn///s/22/t/3/82/bc/info33468.htm 0.270972281694
http://news.scut.edu.cn///s/22/t/3/81/a8/info33192.htm 0.2651694417
http://news.scut.edu.cn///s/22/t/3/83/04/info33540.htm 0.252752006054
http://news.scut.edu.cn///s/22/t/3/82/8a/info33418.htm 0.252752006054
http://news.scut.edu.cn///s/22/t/3/82/1e/info33310.htm 0.242535337806
http://news.scut.edu.cn///s/22/t/3/82/88/info33416.htm 0.19608232379

TD1 媒体
http://news.scut.edu.cn///s/22/t/3/7f/5c/info32604.htm 4.37425136566
http://news.scut.edu.cn///s/22/t/3/80/cc/info32972.htm 3.87765789032
http://news.scut.edu.cn///s/22/t/3/82/f4/info33524.htm 3.4655444622
http://news.scut.edu.cn///s/22/t/3/7f/5a/info32602.htm 3.04436612129
http://news.scut.edu.cn///s/22/t/3/83/12/info33554.htm 2.66023254395
http://news.scut.edu.cn///s/22/t/3/82/8a/info33418.htm 2.53754281998
http://news.scut.edu.cn///s/22/t/3/83/0e/info33550.htm 2.11343240738
http://news.scut.edu.cn///s/22/t/3/7f/56/info32598.htm 1.41803145409
http://news.scut.edu.cn///s/22/t/3/83/06/info33542.htm 1.35943758488
http://news.scut.edu.cn///s/22/t/3/83/1c/info33564.htm 0.706161201
http://news.scut.edu.cn///s/22/t/3/82/c2/info33474.htm 0.703739881516
http://news.scut.edu.cn///s/22/t/3/82/c6/info33478.htm 0.690138578415
http://news.scut.edu.cn///s/22/t/3/82/bc/info33468.htm 0.67618060112
http://news.scut.edu.cn///s/22/t/3/82/ba/info33466.htm 0.666664302349
http://news.scut.edu.cn///s/22/t/3/5b/42/info23362.htm 0.664957940578
http://news.scut.edu.cn///s/22/t/3/83/0c/info33548.htm 0.631786346436
http://news.scut.edu.cn///s/22/t/3/82/b8/info33464.htm 0.631786346436
http://news.scut.edu.cn///s/22/t/3/83/30/info33584.htm 0.619760155678
http://news.scut.edu.cn///s/22/t/3/81/64/info33124.htm 0.613864064217
http://news.scut.edu.cn///s/22/t/3/7f/58/info32600.htm 0.613864064217
http://news.scut.edu.cn///s/22/t/3/81/8c/info33164.htm 0.601126611233
http://news.scut.edu.cn///s/22/t/3/82/1e/info33310.htm 0.5973533988
http://news.scut.edu.cn///s/22/t/3/82/88/info33416.htm 0.558964669704
http://news.scut.edu.cn///s/22/t/3/82/08/info33288.htm 0.552197098732
http://news.scut.edu.cn///s/22/t/3/81/22/info33058.htm 0.547693490982
http://news.scut.edu.cn///s/22/t/3/82/56/info33366.htm 0.545198559761
http://news.scut.edu.cn///s/22/t/3/7f/5e/info32606.htm 0.540046036243
http://news.scut.edu.cn///s/22/t/3/83/02/info33538.htm 0.516451120377
http://news.scut.edu.cn///s/22/t/3/83/2c/info33580.htm 0.516451120377
http://news.scut.edu.cn///s/22/t/3/82/0a/info33290.htm 0.490349143744
http://news.scut.edu.cn///s/22/t/3/83/18/info33560.htm 0.490349143744
http://news.scut.edu.cn///s/22/t/3/81/66/info33126.htm 0.474293589592
http://news.scut.edu.cn///s/22/t/3/83/33/info33587.htm 0.416110426188
http://news.scut.edu.cn///s/22/t/3/81/72/info33138.htm 0.416110426188
http://news.scut.edu.cn///s/22/t/3/81/d2/info33234.htm 0.408213049173
http://news.scut.edu.cn///s/22/t/3/82/e6/info33510.htm 0.408213049173
http://news.scut.edu.cn///s/22/t/3/81/9c/info33180.htm 0.271686285734

TD2 校园新闻
http://news.scut.edu.cn///s/22/t/3/82/f4/info33524.htm 5.13585567474
http://news.scut.edu.cn///s/22/t/3/5b/42/info23362.htm 4.95091485977
http://news.scut.edu.cn///s/22/t/3/80/cc/info32972.htm 4.24117898941
http://news.scut.edu.cn///s/22/t/3/p/59/c/18/list.htm 3.69028377533
http://news.scut.edu.cn///s/22/t/3/7f/5c/info32604.htm 3.46769809723
http://news.scut.edu.cn///s/22/t/3/81/22/info33058.htm 2.97690868378
http://news.scut.edu.cn///s/22/t/3/83/0a/info33546.htm 2.91116857529
http://news.scut.edu.cn///s/22/t/3/83/02/info33538.htm 2.74094080925
http://news.scut.edu.cn///s/22/t/3/82/8a/info33418.htm 2.6809732914
http://news.scut.edu.cn///s/22/t/3/7f/56/info32598.htm 2.56420183182
http://news.scut.edu.cn///s/22/t/3/81/9c/info33180.htm 2.43005275726
http://news.scut.edu.cn///s/22/t/3/81/d2/info33234.htm 2.38152575493
http://news.scut.edu.cn///s/22/t/3/7f/58/info32600.htm 2.24468302727
http://news.scut.edu.cn///s/22/t/3/82/0c/info33292.htm 2.19720602036
http://news.scut.edu.cn///s/22/t/3/83/30/info33584.htm 2.06496763229
http://news.scut.edu.cn///s/22/t/3/82/c2/info33474.htm 1.89309167862
http://news.scut.edu.cn///s/22/t/3/82/56/info33366.htm 1.75120019913
http://news.scut.edu.cn///s/22/t/3/83/04/info33540.htm 1.72848343849
http://news.scut.edu.cn///s/22/t/3/81/64/info33124.htm 1.70149993896
http://news.scut.edu.cn///s/22/t/3/82/1e/info33310.htm 1.48120594025
http://news.scut.edu.cn///s/22/t/3/5d/39/info23865.htm 1.4277664423
http://news.scut.edu.cn///s/22/t/3/83/18/info33560.htm 1.08104562759
http://news.scut.edu.cn///s/22/t/3/81/66/info33126.htm 1.07275915146
http://news.scut.edu.cn///s/22/t/3/82/08/info33288.htm 1.06941187382
http://news.scut.edu.cn///s/22/t/3/82/ba/info33466.htm 1.0202691555
http://news.scut.edu.cn///s/22/t/3/83/1c/info33564.htm 1.01525938511
http://news.scut.edu.cn///s/22/t/3/81/72/info33138.htm 1.01525938511
http://news.scut.edu.cn///s/22/t/3/7f/5a/info32602.htm 1.00269556046
http://news.scut.edu.cn///s/22/t/3/81/a8/info33192.htm 0.994405984879
http://news.scut.edu.cn///s/22/t/3/82/c6/info33478.htm 0.988342165947
http://news.scut.edu.cn///s/22/t/3/81/ca/info33226.htm 0.956085801125
http://news.scut.edu.cn///s/22/t/3/83/06/info33542.htm 0.928472995758
http://news.scut.edu.cn///s/22/t/3/83/33/info33587.htm 0.910799562931
http://news.scut.edu.cn///s/22/t/3/83/2c/info33580.htm 0.897194743156
http://news.scut.edu.cn///s/22/t/3/81/e6/info33254.htm 0.890734434128
http://news.scut.edu.cn///s/22/t/3/82/0a/info33290.htm 0.875855207443
http://news.scut.edu.cn///s/22/t/3/81/8c/info33164.htm 0.871102452278
http://news.scut.edu.cn///s/22/t/3/82/bc/info33468.htm 0.765134334564
http://news.scut.edu.cn///s/22/t/3/82/88/info33416.htm 0.761183977127
http://news.scut.edu.cn///s/22/t/3/83/0e/info33550.htm 0.743388175964
http://news.scut.edu.cn///s/22/t/3/82/e6/info33510.htm 0.741470456123
http://news.scut.edu.cn///s/22/t/3/83/12/info33554.htm 0.316424459219
http://news.scut.edu.cn///s/22/t/3/83/16/info33558.htm 0.286134123802
http://news.scut.edu.cn///s/22/t/3/83/0c/info33548.htm 0.276635885239
http://news.scut.edu.cn///s/22/t/3/82/b8/info33464.htm 0.224085688591
http://news.scut.edu.cn///s/22/t/3/7f/5e/info32606.htm 0.220923602581
http://news.scut.edu.cn///s/22/t/3/83/14/info33556.htm 0.170223668218

TD3 创新
http://news.scut.edu.cn///s/22/t/3/7f/58/info32600.htm 1.25288653374
http://news.scut.edu.cn///s/22/t/3/83/18/info33560.htm 1.21188521385
http://news.scut.edu.cn///s/22/t/3/83/12/info33554.htm 1.18196892738
http://news.scut.edu.cn///s/22/t/3/82/08/info33288.htm 1.16679811478
http://news.scut.edu.cn///s/22/t/3/81/72/info33138.htm 1.15560781956
http://news.scut.edu.cn///s/22/t/3/7f/5c/info32604.htm 1.14908409119
http://news.scut.edu.cn///s/22/t/3/81/64/info33124.htm 1.13668394089
http://news.scut.edu.cn///s/22/t/3/83/02/info33538.htm 1.12654328346
http://news.scut.edu.cn///s/22/t/3/82/c6/info33478.htm 1.11164546013
http://news.scut.edu.cn///s/22/t/3/83/1c/info33564.htm 1.08555340767
http://news.scut.edu.cn///s/22/t/3/82/bc/info33468.htm 1.07386541367
http://news.scut.edu.cn///s/22/t/3/81/22/info33058.htm 1.06458055973
http://news.scut.edu.cn///s/22/t/3/83/0c/info33548.htm 1.04465055466
http://news.scut.edu.cn///s/22/t/3/82/e6/info33510.htm 1.03690624237
http://news.scut.edu.cn///s/22/t/3/83/16/info33558.htm 1.03593587875
http://news.scut.edu.cn///s/22/t/3/81/d2/info33234.htm 1.0248619318
http://news.scut.edu.cn///s/22/t/3/80/cc/info32972.htm 1.01405489445
http://news.scut.edu.cn///s/22/t/3/82/ba/info33466.htm 1.00940787792
http://news.scut.edu.cn///s/22/t/3/81/66/info33126.htm 0.991212010384
http://news.scut.edu.cn///s/22/t/3/7f/5a/info32602.htm 0.978580594063
http://news.scut.edu.cn///s/22/t/3/7f/5e/info32606.htm 0.970725297928
http://news.scut.edu.cn///s/22/t/3/82/0a/info33290.htm 0.911798238754
http://news.scut.edu.cn///s/22/t/3/7f/56/info32598.htm 0.877294003963
http://news.scut.edu.cn///s/22/t/3/82/0c/info33292.htm 0.861522078514
http://news.scut.edu.cn///s/22/t/3/82/f4/info33524.htm 0.84992647171
http://news.scut.edu.cn///s/22/t/3/83/33/info33587.htm 0.805851340294
http://news.scut.edu.cn///s/22/t/3/83/30/info33584.htm 0.805851340294
http://news.scut.edu.cn///s/22/t/3/83/2c/info33580.htm 0.805752277374
http://news.scut.edu.cn///s/22/t/3/81/ca/info33226.htm 0.800804376602
http://news.scut.edu.cn///s/22/t/3/83/0e/info33550.htm 0.748625159264
http://news.scut.edu.cn///s/22/t/3/82/8a/info33418.htm 0.704874277115
http://news.scut.edu.cn///s/22/t/3/82/b8/info33464.htm 0.602817893028
http://news.scut.edu.cn///s/22/t/3/82/1e/info33310.htm 0.602681875229
http://news.scut.edu.cn///s/22/t/3/81/9c/info33180.htm 0.47972792387
http://news.scut.edu.cn///s/22/t/3/81/8c/info33164.htm 0.269975811243
http://news.scut.edu.cn///s/22/t/3/5d/39/info23865.htm 0.253533273935
http://news.scut.edu.cn///s/22/t/3/82/56/info33366.htm 0.25112131238
http://news.scut.edu.cn///s/22/t/3/p/59/c/18/list.htm 0.2501308918
http://news.scut.edu.cn///s/22/t/3/5b/42/info23362.htm 0.228662893176
http://news.scut.edu.cn///s/22/t/3/81/a8/info33192.htm 0.209973961115
http://news.scut.edu.cn///s/22/t/3/83/0a/info33546.htm 0.194025397301
http://news.scut.edu.cn///s/22/t/3/82/c2/info33474.htm 0.192147582769
http://news.scut.edu.cn///s/22/t/3/81/e6/info33254.htm 0.170223668218
http://news.scut.edu.cn///s/22/t/3/83/14/info33556.htm 0.170223668218
http://news.scut.edu.cn///s/22/t/3/83/04/info33540.htm 0.170223668218

TD4 机构设置
http://news.scut.edu.cn///s/22/t/3/7f/5c/info32604.htm 3.70455980301
http://news.scut.edu.cn///s/22/t/3/83/33/info33587.htm 3.48295903206
http://news.scut.edu.cn///s/22/t/3/82/c6/info33478.htm 3.43380141258
http://news.scut.edu.cn///s/22/t/3/81/72/info33138.htm 3.36160230637
http://news.scut.edu.cn///s/22/t/3/82/ba/info33466.htm 3.361140728
http://news.scut.edu.cn///s/22/t/3/83/0c/info33548.htm 3.07621955872
http://news.scut.edu.cn///s/22/t/3/82/bc/info33468.htm 3.01533126831
http://news.scut.edu.cn///s/22/t/3/7f/58/info32600.htm 2.60850763321
http://news.scut.edu.cn///s/22/t/3/82/08/info33288.htm 2.55638790131
http://news.scut.edu.cn///s/22/t/3/83/16/info33558.htm 2.30059862137
http://news.scut.edu.cn///s/22/t/3/83/0e/info33550.htm 2.21934151649
http://news.scut.edu.cn///s/22/t/3/81/9c/info33180.htm 2.18843841553
http://news.scut.edu.cn///s/22/t/3/81/e6/info33254.htm 2.18045139313
http://news.scut.edu.cn///s/22/t/3/83/12/info33554.htm 2.03954386711
http://news.scut.edu.cn///s/22/t/3/83/06/info33542.htm 1.98276531696
http://news.scut.edu.cn///s/22/t/3/82/c2/info33474.htm 1.98178792
http://news.scut.edu.cn///s/22/t/3/83/30/info33584.htm 1.96613955498
http://news.scut.edu.cn///s/22/t/3/83/0a/info33546.htm 1.95925951004
http://news.scut.edu.cn///s/22/t/3/7f/5a/info32602.htm 1.85274338722
http://news.scut.edu.cn///s/22/t/3/83/02/info33538.htm 1.85274338722
http://news.scut.edu.cn///s/22/t/3/82/56/info33366.htm 1.81866312027
http://news.scut.edu.cn///s/22/t/3/83/04/info33540.htm 1.71637296677
http://news.scut.edu.cn///s/22/t/3/82/e6/info33510.htm 1.59834730625
http://news.scut.edu.cn///s/22/t/3/82/b8/info33464.htm 1.45141160488
http://news.scut.edu.cn///s/22/t/3/82/0a/info33290.htm 1.42577457428
http://news.scut.edu.cn///s/22/t/3/7f/56/info32598.htm 1.31382501125
http://news.scut.edu.cn///s/22/t/3/82/1e/info33310.htm 1.14106702805
http://news.scut.edu.cn///s/22/t/3/83/1c/info33564.htm 0.989533483982
http://news.scut.edu.cn///s/22/t/3/83/2c/info33580.htm 0.976194620132
http://news.scut.edu.cn///s/22/t/3/81/66/info33126.htm 0.966938316822
http://news.scut.edu.cn///s/22/t/3/83/18/info33560.htm 0.921232223511
http://news.scut.edu.cn///s/22/t/3/82/88/info33416.htm 0.876665592194
http://news.scut.edu.cn///s/22/t/3/81/a8/info33192.htm 0.853177666664
http://news.scut.edu.cn///s/22/t/3/80/cc/info32972.htm 0.84140086174
http://news.scut.edu.cn///s/22/t/3/7f/5e/info32606.htm 0.779836773872
http://news.scut.edu.cn///s/22/t/3/81/d2/info33234.htm 0.769438862801
http://news.scut.edu.cn///s/22/t/3/81/64/info33124.htm 0.728359341621
http://news.scut.edu.cn///s/22/t/3/81/8c/info33164.htm 0.684888958931
http://news.scut.edu.cn///s/22/t/3/81/fc/info33276.htm 0.481953620911
http://news.scut.edu.cn///s/22/t/3/81/22/info33058.htm 0.474984049797
http://news.scut.edu.cn///s/22/t/3/82/0c/info33292.htm 0.406436115503
http://news.scut.edu.cn///s/22/t/3/82/8a/info33418.htm 0.362128555775
http://news.scut.edu.cn///s/22/t/3/81/ca/info33226.htm 0.336606711149
http://news.scut.edu.cn///s/22/t/3/83/14/info33556.htm 0.327987909317
http://news.scut.edu.cn///s/22/t/3/5d/39/info23865.htm 0.272883474827

TD5 教学在线
http://news.scut.edu.cn///s/22/t/3/81/9c/info33180.htm 3.31728124619
http://news.scut.edu.cn///s/22/t/3/83/2c/info33580.htm 3.26645469666
http://news.scut.edu.cn///s/22/t/3/82/c6/info33478.htm 3.15218162537
http://news.scut.edu.cn///s/22/t/3/82/c2/info33474.htm 3.1325211525
http://news.scut.edu.cn///s/22/t/3/7f/5c/info32604.htm 3.04312515259
http://news.scut.edu.cn///s/22/t/3/82/0c/info33292.htm 2.98127317429
http://news.scut.edu.cn///s/22/t/3/82/ba/info33466.htm 2.75367498398
http://news.scut.edu.cn///s/22/t/3/82/b8/info33464.htm 2.52325606346
http://news.scut.edu.cn///s/22/t/3/81/64/info33124.htm 2.41626858711
http://news.scut.edu.cn///s/22/t/3/p/59/c/18/list.htm 2.3393201828
http://news.scut.edu.cn///s/22/t/3/82/56/info33366.htm 2.24869132042
http://news.scut.edu.cn///s/22/t/3/7f/56/info32598.htm 2.17511367798
http://news.scut.edu.cn///s/22/t/3/83/0c/info33548.htm 2.15996170044
http://news.scut.edu.cn///s/22/t/3/82/e6/info33510.htm 1.54439163208
http://news.scut.edu.cn///s/22/t/3/7f/5a/info32602.htm 1.53378021717
http://news.scut.edu.cn///s/22/t/3/7f/58/info32600.htm 1.51198410988
http://news.scut.edu.cn///s/22/t/3/82/0a/info33290.htm 1.47760593891
http://news.scut.edu.cn///s/22/t/3/82/bc/info33468.htm 1.46597397327
http://news.scut.edu.cn///s/22/t/3/81/d2/info33234.htm 1.45689761639
http://news.scut.edu.cn///s/22/t/3/81/8c/info33164.htm 1.44909012318
http://news.scut.edu.cn///s/22/t/3/83/30/info33584.htm 1.44064760208
http://news.scut.edu.cn///s/22/t/3/81/22/info33058.htm 1.41937351227
http://news.scut.edu.cn///s/22/t/3/83/33/info33587.htm 1.40449011326
http://news.scut.edu.cn///s/22/t/3/81/e6/info33254.htm 1.40231108665
http://news.scut.edu.cn///s/22/t/3/82/f4/info33524.htm 1.38490915298
http://news.scut.edu.cn///s/22/t/3/81/66/info33126.htm 1.29650998116
http://news.scut.edu.cn///s/22/t/3/81/ca/info33226.htm 1.29590368271
http://news.scut.edu.cn///s/22/t/3/82/8a/info33418.htm 1.28812682629
http://news.scut.edu.cn///s/22/t/3/80/cc/info32972.htm 1.25872921944
http://news.scut.edu.cn///s/22/t/3/83/18/info33560.htm 1.24978077412
http://news.scut.edu.cn///s/22/t/3/83/02/info33538.htm 1.21636128426
http://news.scut.edu.cn///s/22/t/3/7f/5e/info32606.htm 1.18768119812
http://news.scut.edu.cn///s/22/t/3/83/0e/info33550.htm 1.14960718155
http://news.scut.edu.cn///s/22/t/3/83/04/info33540.htm 1.06941056252
http://news.scut.edu.cn///s/22/t/3/83/06/info33542.htm 0.878791451454
http://news.scut.edu.cn///s/22/t/3/82/88/info33416.htm 0.839500069618
http://news.scut.edu.cn///s/22/t/3/83/0a/info33546.htm 0.625987052917
http://news.scut.edu.cn///s/22/t/3/83/14/info33556.htm 0.617411136627
http://news.scut.edu.cn///s/22/t/3/82/08/info33288.htm 0.597089827061
http://news.scut.edu.cn///s/22/t/3/83/12/info33554.htm 0.568629980087
http://news.scut.edu.cn///s/22/t/3/82/1e/info33310.htm 0.566564440727
http://news.scut.edu.cn///s/22/t/3/81/a8/info33192.htm 0.561142981052
http://news.scut.edu.cn///s/22/t/3/83/1c/info33564.htm 0.533909499645
http://news.scut.edu.cn///s/22/t/3/5b/42/info23362.htm 0.5077252388
http://news.scut.edu.cn///s/22/t/3/81/72/info33138.htm 0.462839573622
http://news.scut.edu.cn///s/22/t/3/5d/39/info23865.htm 0.342904567719
http://news.scut.edu.cn///s/22/t/3/83/16/info33558.htm 0.254764825106

TD6 科研处
http://news.scut.edu.cn///s/22/t/3/83/30/info33584.htm 2.97960281372
http://news.scut.edu.cn///s/22/t/3/81/72/info33138.htm 2.93765449524
http://news.scut.edu.cn///s/22/t/3/81/8c/info33164.htm 2.73953843117
http://news.scut.edu.cn///s/22/t/3/81/d2/info33234.htm 2.67757129669
http://news.scut.edu.cn///s/22/t/3/83/14/info33556.htm 2.56554102898
http://news.scut.edu.cn///s/22/t/3/82/c6/info33478.htm 2.49144339561
http://news.scut.edu.cn///s/22/t/3/82/0c/info33292.htm 2.35978484154
http://news.scut.edu.cn///s/22/t/3/83/0c/info33548.htm 2.35474181175
http://news.scut.edu.cn///s/22/t/3/83/1c/info33564.htm 2.33008813858
http://news.scut.edu.cn///s/22/t/3/83/33/info33587.htm 2.27252817154
http://news.scut.edu.cn///s/22/t/3/83/0e/info33550.htm 2.25969839096
http://news.scut.edu.cn///s/22/t/3/83/16/info33558.htm 2.09184789658
http://news.scut.edu.cn///s/22/t/3/80/cc/info32972.htm 2.06899785995
http://news.scut.edu.cn///s/22/t/3/81/64/info33124.htm 1.94042527676
http://news.scut.edu.cn///s/22/t/3/82/8a/info33418.htm 1.92985486984
http://news.scut.edu.cn///s/22/t/3/82/e6/info33510.htm 1.75283765793
http://news.scut.edu.cn///s/22/t/3/82/ba/info33466.htm 1.71332597733
http://news.scut.edu.cn///s/22/t/3/83/2c/info33580.htm 1.5494120121
http://news.scut.edu.cn///s/22/t/3/83/0a/info33546.htm 1.51308202744
http://news.scut.edu.cn///s/22/t/3/82/0a/info33290.htm 1.5002361536
http://news.scut.edu.cn///s/22/t/3/82/08/info33288.htm 1.43933820724
http://news.scut.edu.cn///s/22/t/3/82/b8/info33464.htm 1.4267231226
http://news.scut.edu.cn///s/22/t/3/81/e6/info33254.htm 1.4048602581
http://news.scut.edu.cn///s/22/t/3/83/18/info33560.htm 1.37754034996
http://news.scut.edu.cn///s/22/t/3/83/06/info33542.htm 1.37077236176
http://news.scut.edu.cn///s/22/t/3/82/c2/info33474.htm 1.28192830086
http://news.scut.edu.cn///s/22/t/3/81/9c/info33180.htm 1.26386356354
http://news.scut.edu.cn///s/22/t/3/82/88/info33416.htm 1.21883654594
http://news.scut.edu.cn///s/22/t/3/7f/5e/info32606.htm 1.20264458656
http://news.scut.edu.cn///s/22/t/3/81/ca/info33226.htm 1.17951202393
http://news.scut.edu.cn///s/22/t/3/7f/56/info32598.htm 1.1739013195
http://news.scut.edu.cn///s/22/t/3/81/66/info33126.htm 1.10427904129
http://news.scut.edu.cn///s/22/t/3/82/1e/info33310.htm 1.05809092522
http://news.scut.edu.cn///s/22/t/3/81/22/info33058.htm 1.01650547981
http://news.scut.edu.cn///s/22/t/3/81/a8/info33192.htm 0.991375923157
http://news.scut.edu.cn///s/22/t/3/82/bc/info33468.htm 0.984115421772
http://news.scut.edu.cn///s/22/t/3/83/02/info33538.htm 0.948120415211
http://news.scut.edu.cn///s/22/t/3/82/56/info33366.htm 0.905837535858
http://news.scut.edu.cn///s/22/t/3/83/12/info33554.htm 0.659428536892
http://news.scut.edu.cn///s/22/t/3/82/f4/info33524.htm 0.509619057178
http://news.scut.edu.cn///s/22/t/3/7f/5a/info32602.htm 0.404868900776
http://news.scut.edu.cn///s/22/t/3/7f/58/info32600.htm 0.232827946544

TD7 招生
http://news.scut.edu.cn///s/22/t/3/83/30/info33584.htm 4.33162546158
http://news.scut.edu.cn///s/22/t/3/83/18/info33560.htm 3.86201262474
http://news.scut.edu.cn///s/22/t/3/82/c6/info33478.htm 3.12836313248
http://news.scut.edu.cn///s/22/t/3/7f/56/info32598.htm 2.00985145569
http://news.scut.edu.cn///s/22/t/3/83/02/info33538.htm 0.678233623505
http://news.scut.edu.cn///s/22/t/3/81/22/info33058.htm 0.676582872868
http://news.scut.edu.cn///s/22/t/3/81/64/info33124.htm 0.673610448837
http://news.scut.edu.cn///s/22/t/3/81/9c/info33180.htm 0.668562114239
http://news.scut.edu.cn///s/22/t/3/7f/58/info32600.htm 0.666786968708
http://news.scut.edu.cn///s/22/t/3/81/d2/info33234.htm 0.658827960491
http://news.scut.edu.cn///s/22/t/3/83/0a/info33546.htm 0.65534979105
http://news.scut.edu.cn///s/22/t/3/81/e6/info33254.htm 0.654276132584
http://news.scut.edu.cn///s/22/t/3/83/2c/info33580.htm 0.648631691933
http://news.scut.edu.cn///s/22/t/3/83/06/info33542.htm 0.647885739803
http://news.scut.edu.cn///s/22/t/3/82/0c/info33292.htm 0.646104037762
http://news.scut.edu.cn///s/22/t/3/82/1e/info33310.htm 0.643118619919
http://news.scut.edu.cn///s/22/t/3/7f/5a/info32602.htm 0.629106223583
http://news.scut.edu.cn///s/22/t/3/82/c2/info33474.htm 0.619111478329
http://news.scut.edu.cn///s/22/t/3/83/04/info33540.htm 0.617458641529
http://news.scut.edu.cn///s/22/t/3/82/8a/info33418.htm 0.617458641529
http://news.scut.edu.cn///s/22/t/3/82/ba/info33466.htm 0.616259992123
http://news.scut.edu.cn///s/22/t/3/82/e6/info33510.htm 0.614517807961
http://news.scut.edu.cn///s/22/t/3/82/f4/info33524.htm 0.613601207733
http://news.scut.edu.cn///s/22/t/3/83/0e/info33550.htm 0.612960994244
http://news.scut.edu.cn///s/22/t/3/80/cc/info32972.htm 0.608614087105
http://news.scut.edu.cn///s/22/t/3/82/56/info33366.htm 0.608614087105
http://news.scut.edu.cn///s/22/t/3/5b/42/info23362.htm 0.569851338863
http://news.scut.edu.cn///s/22/t/3/83/1c/info33564.htm 0.565727293491
http://news.scut.edu.cn///s/22/t/3/83/14/info33556.htm 0.565727293491
http://news.scut.edu.cn///s/22/t/3/81/8c/info33164.htm 0.565562903881
http://news.scut.edu.cn///s/22/t/3/81/66/info33126.htm 0.515149593353
http://news.scut.edu.cn///s/22/t/3/83/33/info33587.htm 0.473218262196
http://news.scut.edu.cn///s/22/t/3/81/ca/info33226.htm 0.43986710906
http://news.scut.edu.cn///s/22/t/3/7f/5c/info32604.htm 0.406457036734
http://news.scut.edu.cn///s/22/t/3/83/12/info33554.htm 0.406457036734
http://news.scut.edu.cn///s/22/t/3/82/b8/info33464.htm 0.40252327919
http://news.scut.edu.cn///s/22/t/3/83/0c/info33548.htm 0.352309852839
http://news.scut.edu.cn///s/22/t/3/82/0a/info33290.htm 0.349827766418
